ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
08193, Male, Children, 20%, Student, Primary, false, [07904 | 03631 | 05831 | 06724]
08194, Female, Children, 9%, Student, Primary, false, [04201 | 01829 | 05270 | 04205]
08195, Male, Children, 24%, Student, Secondary, false, [05812]
08196, Male, Adult, 6%, Manager, KTM Station, false, [06177 | 05993 | 00491 | 06791]
08197, Male, Adult, 48%, Housemaker, null, false, [02414 | 00019]
08198, Male, Children, 21%, Student, Secondary, false, [01743]
08199, Female, Adult, 47%, Teacher, Primary, false, [02914 | 01831]
08200, Male, Children, 24%, Student, Secondary, false, [05766 | 05590 | 00882]
08201, Male, Adult, 39%, Chef, Moonlings, false, [05535 | 01335]
08202, Female, Adult, 12%, Teacher, Secondary, false, [08948 | 07511]
08203, Female, Children, 16%, Student, Primary, false, [01604]
08204, Male, Children, 23%, Student, Primary, false, [05155]
08205, Male, Children, 23%, Student, Secondary, false, []
08206, Female, Adult, 6%, Manager, AccSol, false, []
08207, Male, Children, 21%, Student, Secondary, false, [00650 | 09815 | 04946]
08208, Female, Children, 10%, Student, Secondary, false, [09254 | 01424 | 01494]
08209, Female, Adult, 39%, Medic, Hospital, true, [04710 | 03918]
08210, Male, Adult, 6%, Teacher, Secondary, false, [08397 | 08101]
08211, Female, Children, 27%, Student, Secondary, false, [03168 | 01022 | 02540 | 00594]
08212, Female, Adult, 8%, Clerk, MRT Station, false, [00947 | 04175]
08213, Female, Adult, 5%, Housemaker, null, false, []
08214, Female, Children, 24%, Student, Secondary, false, [09510 | 07024 | 08705 | 08400]
08215, Female, Adult, 6%, Teacher, Primary, false, [08774 | 07106 | 06758 | 07738]
08216, Male, Children, 9%, Student, Primary, false, []
08217, Female, Children, 2%, Student, Secondary, false, [08700 | 07443 | 07937 | 03010]
08218, Male, Children, 22%, Student, Secondary, false, [05013 | 03717 | 04168 | 00255]
08219, Female, Adult, 47%, Teacher, Primary, false, []
08220, Male, Children, 29%, Student, Secondary, false, [05328 | 04318 | 04611 | 04236]
08221, Male, Children, 3%, Student, Secondary, false, [00072 | 06240 | 04795]
08222, Female, Adult, 43%, Clerk, Clinic, true, [02464]
08223, Male, Children, 3%, Student, Primary, false, [06844 | 01108]
08224, Male, Adult, 6%, Accountant, AccSol, false, [09068 | 08651 | 04051 | 09871]
08225, Female, Adult, 18%, Technician, MRT Station, false, []
08226, Female, Adult, 43%, Housemaker, null, false, [06967 | 03488 | 02121]
08227, Female, Adult, 8%, Chef, Ali's Nasi Kandar, false, [07219 | 04218]
08228, Female, Adult, 7%, Teacher, Kindergarden, false, [09523 | 04128 | 01432 | 02390]
08229, Female, Children, 2%, Student, Secondary, false, [08704 | 05737 | 03768 | 01980 | 00578]
08230, Female, Children, 3%, Student, Primary, false, [08675 | 07435]
08231, Male, Adult, 11%, Housemaker, null, false, [06955 | 01480]
08232, Female, Adult, 9%, Medic, Pharmarcy, true, [05770 | 01783 | 03812 | 00444]
08233, Female, Children, 13%, Student, Primary, false, [03658 | 08149 | 08509]
08234, Female, Children, 9%, Student, Secondary, false, [01046 | 04169 | 08620]
08235, Male, Children, 20%, Student, Primary, false, [05933]
08236, Female, Adult, 34%, Clerk, Orange, false, [06928 | 01314 | 00761 | 02433]
08237, Male, Adult, 33%, Manager, FoodCourt, false, [08293 | 06015 | 06517 | 04532 | 03417]
08238, Female, Children, 21%, Student, Secondary, false, [04294]
08239, Male, Adult, 37%, Technician, KTM Station, false, []
08240, Male, Children, 16%, Student, Secondary, false, [09078 | 04535 | 03641 | 00331]
08241, Male, Adult, 18%, Technician, Petrocad, false, [09187 | 05867 | 02176]
08242, Female, Children, 11%, Student, Kindergarden, false, [05493 | 01722]
08243, Male, Children, 0%, Student, Secondary, false, [06378 | 01370 | 04980 | 02322]
08244, Female, Children, 4%, Student, Primary, false, [08274 | 03341 | 05908 | 04116]
08245, Female, Children, 14%, Student, Secondary, false, [06868 | 06021 | 09225 | 02095]
08246, Female, Adult, 46%, Clerk, IKEY, false, [05373]
08247, Female, Children, 1%, Student, Kindergarden, false, [02084 | 09041]
08248, Female, Children, 6%, Student, Secondary, false, [06764 | 06542 | 06443]
08249, Female, Children, 24%, Student, Primary, false, [06159 | 04435]
08250, Male, Adult, 45%, Medic, Hospital, true, [04046 | 03501 | 00773]
08251, Female, Adult, 10%, Housemaker, null, false, [04191 | 00114]
08252, Male, Children, 22%, Student, Kindergarden, false, [07265 | 00403 | 01946]
08253, Female, Adult, 49%, Chef, 2 Akhir, false, [02151 | 02713 | 05159 | 03394]
08254, Male, Adult, 18%, Accountant, AccSol, false, []
08255, Male, Children, 16%, Student, Primary, false, [07910 | 05592]
08256, Female, Children, 9%, Student, Primary, false, [09622 | 01984 | 06734 | 08889]
08257, Male, Adult, 14%, Clerk, Petrocad, false, [07164 | 06795]
08258, Male, Children, 2%, Student, Secondary, false, [06381 | 04560 | 04441]
08259, Male, Children, 19%, Student, Secondary, false, [08976 | 07757 | 04125 | 06704]
08260, Female, Children, 2%, Student, Primary, false, []
08261, Female, Adult, 26%, Technician, MRT Station, false, [06881 | 04307]
08262, Male, Children, 17%, Student, Secondary, false, [08134 | 06227]
08263, Male, Adult, 13%, Chef, Ali's Nasi Kandar, false, [01766 | 04594 | 00682 | 00996]
08264, Female, Adult, 11%, Manager, AccSol, false, [00477]
08265, Female, Adult, 20%, Accountant, AccSol, false, [04585]
08266, Female, Adult, 49%, Chef, MoonBucks, false, [06640 | 05840]
08267, Female, Children, 13%, Student, Secondary, false, [09162 | 07086 | 01510]
08268, Male, Adult, 34%, Medic, Clinic, true, [03026]
08269, Female, Adult, 45%, Chef, FoodCourt, false, [01705 | 04180 | 05640 | 04474]
08270, Female, Children, 21%, Student, Secondary, false, [06217]
08271, Female, Adult, 40%, Accountant, RHP, false, [03189]
08272, Male, Children, 30%, Student, Primary, false, [08518]
08273, Male, Adult, 23%, Teacher, Secondary, false, [06373 | 03926 | 02198]
08274, Male, Adult, 18%, Manager, Petrocad, false, [08754 | 08244 | 07361]
08275, Female, Adult, 24%, Medic, Hospital, true, [00399 | 01090 | 05070 | 03128]
08276, Male, Children, 22%, Student, Secondary, false, [05103 | 04133 | 01838]
08277, Male, Children, 25%, Student, Secondary, false, [01698]
08278, Female, Adult, 42%, Accountant, JanBank, false, [07715]
08279, Male, Children, 1%, Student, Kindergarden, false, [02448 | 08517]
08280, Male, Children, 10%, Student, Kindergarden, false, [01357 | 00578]
08281, Male, Children, 17%, Student, Secondary, false, [06110 | 01728 | 09832 | 01527]
08282, Female, Adult, 39%, Technician, Orange, false, [04026 | 02869]
08283, Male, Adult, 39%, Medic, Pharmarcy, true, [00376 | 00123]
08284, Male, Adult, 38%, Housemaker, null, false, [08760 | 02080]
08285, Female, Adult, 48%, Accountant, JanBank, false, []
08286, Male, Children, 26%, Student, Primary, false, [06849 | 05852 | 00456]
08287, Male, Adult, 27%, Teacher, Secondary, false, [01617 | 04116]
08288, Female, Adult, 33%, Teacher, Secondary, false, [06181]
08289, Female, Children, 7%, Student, Primary, false, [03992]
08290, Male, Adult, 14%, Technician, Petrocad, false, [06657 | 05537 | 02438]
08291, Male, Adult, 43%, Housemaker, null, false, [00926]
08292, Female, Children, 25%, Student, Primary, false, [06260 | 09033 | 02968 | 03987]
08293, Male, Children, 2%, Student, Secondary, false, [00119 | 08237 | 01009 | 00992]
08294, Male, Children, 21%, Student, Kindergarden, false, []
08295, Female, Children, 30%, Student, Primary, false, [07585]
08296, Female, Children, 2%, Student, Secondary, false, [05545]
08297, Male, Children, 14%, Student, Primary, false, [05138]
08298, Male, Adult, 7%, Technician, Airport, true, [02189 | 06273]
08299, Female, Adult, 49%, Technician, Orange, false, [06830 | 04026]
08300, Male, Adult, 18%, Clerk, Moonlings, false, [03583 | 01807]
08301, Female, Children, 0%, Student, Secondary, false, [06568]
08302, Male, Children, 14%, Student, Primary, false, [04144 | 01749]
08303, Male, Children, 6%, Student, Secondary, false, [00560]
08304, Male, Adult, 9%, Medic, Hospital, true, [08338 | 05436 | 09370 | 05799 | 05064]
08305, Female, Adult, 5%, Technician, KTM Station, false, [07573 | 05425 | 03975 | 00547]
08306, Male, Children, 20%, Student, Primary, false, [02137 | 00637 | 06581]
08307, Male, Adult, 8%, Technician, Orange, false, [06459 | 03939 | 00475]
08308, Female, Adult, 46%, Medic, Pharmarcy, true, [08844 | 07185 | 00463]
08309, Male, Children, 11%, Student, Secondary, false, [01778 | 01426 | 07739 | 02439]
08310, Female, Adult, 18%, Technician, Orange, false, [06281 | 05819 | 03399]
08311, Female, Adult, 12%, Chef, 2 Akhir, false, [02182 | 08897 | 04398]
08312, Female, Adult, 19%, Manager, JJPTRv2, false, [09449 | 09945]
08313, Female, Children, 25%, Student, Primary, false, [02744 | 00132]
08314, Female, Children, 23%, Student, Secondary, false, [07517 | 09534]
08315, Female, Children, 21%, Student, Secondary, false, [08161 | 06321 | 05596 | 05128 | 04857]
08316, Male, Children, 17%, Student, Secondary, false, [00782 | 07122 | 01864]
08317, Female, Children, 18%, Student, Secondary, false, [00652]
08318, Male, Adult, 29%, Accountant, JJPTRv2, false, [07512 | 05055 | 06319 | 06317]
08319, Female, Children, 2%, Student, Secondary, false, [00216 | 02683 | 02082]
08320, Female, Adult, 48%, Manager, Moonlings, false, [00589]
08321, Female, Adult, 42%, Technician, Airport, true, [01714]
08322, Female, Children, 6%, Student, Secondary, false, [06753]
08323, Male, Children, 18%, Student, Secondary, false, []
08324, Male, Adult, 20%, Manager, Library, false, [06332]
08325, Male, Adult, 39%, Clerk, AccSol, false, [05002 | 05929 | 06516 | 01663]
08326, Female, Children, 13%, Student, Kindergarden, false, [00652]
08327, Male, Children, 4%, Student, Secondary, false, [00828]
08328, Female, Adult, 8%, Teacher, Secondary, false, [04426 | 00982]
08329, Female, Adult, 38%, Medic, Clinic, true, [04269]
08330, Male, Adult, 21%, Accountant, JJPTRv2, false, [00167 | 07758 | 01648 | 00037]
08331, Female, Adult, 25%, Accountant, AccSol, false, [08838 | 02121 | 02701]
08332, Female, Adult, 18%, Clerk, JJPTRv2, false, [08828 | 07163 | 00517]
08333, Male, Adult, 42%, Chef, IKEY, false, [06327 | 04854]
08334, Male, Adult, 33%, Clerk, Post Office, false, [07232 | 05668]
08335, Female, Children, 28%, Student, Secondary, false, [06557]
08336, Male, Children, 23%, Student, Secondary, false, [06093 | 05150]
08337, Female, Children, 11%, Student, Secondary, false, [06839 | 03399 | 02702 | 01163]
08338, Male, Adult, 28%, Clerk, Secondary, false, [08304 | 00775]
08339, Female, Children, 28%, Student, Secondary, false, [05254 | 00595 | 09052 | 04459]
08340, Female, Children, 20%, Student, Secondary, false, [01293 | 01167 | 06571]
08341, Female, Children, 7%, Student, Primary, false, [08122 | 06501 | 03551 | 01917]
08342, Female, Adult, 28%, Accountant, AccSol, false, [00787 | 00037 | 01211 | 03622]
08343, Male, Adult, 45%, Accountant, RHP, false, []
08344, Male, Children, 7%, Student, Secondary, false, [02417 | 00568 | 02944]
08345, Male, Children, 5%, Student, Secondary, false, [07404 | 02890]
08346, Female, Children, 20%, Student, Secondary, false, [06745 | 03933]
08347, Male, Adult, 7%, Manager, Pharmarcy, true, [07340 | 05654 | 04567]
08348, Male, Children, 25%, Student, Secondary, false, [08950]
08349, Male, Children, 2%, Student, Primary, false, [09217 | 03695]
08350, Female, Children, 14%, Student, Secondary, false, [03218 | 02884 | 04275 | 01714]
08351, Female, Adult, 16%, Technician, MRT Station, false, [08403 | 05789 | 01319 | 06915 | 05026]
08352, Male, Children, 26%, Student, Secondary, false, [00910 | 01057]
08353, Male, Adult, 15%, Teacher, Secondary, false, [08549 | 05079 | 07796 | 05816 | 04391]
08354, Male, Adult, 47%, Clerk, Secondary, false, [04784 | 00452]
08355, Male, Children, 12%, Student, Primary, false, [09029 | 00722 | 06472]
08356, Male, Children, 11%, Student, Secondary, false, [02552 | 00903]
08357, Male, Adult, 40%, Medic, Pharmarcy, true, [01651]
08358, Female, Adult, 30%, Technician, KTM Station, false, [09393 | 05850 | 09342 | 04525]
08359, Male, Adult, 43%, Accountant, JanBank, false, [06992]
08360, Female, Children, 18%, Student, Secondary, false, [07283]
08361, Male, Adult, 36%, Technician, Orange, false, [08169 | 08116 | 06032 | 01375]
08362, Male, Adult, 46%, Chef, IKEY, false, [09917 | 00568]
08363, Female, Adult, 24%, Clerk, Orange, false, [00130]
08364, Female, Adult, 15%, Medic, Clinic, true, [05556 | 09660]
08365, Male, Adult, 18%, Teacher, Secondary, false, [03180 | 00523]
08366, Male, Children, 9%, Student, Secondary, false, [09195 | 00173 | 06645 | 06938]
08367, Female, Adult, 47%, Chef, 2 Akhir, false, [00959 | 01674 | 03831 | 02433]
08368, Male, Children, 9%, Student, Secondary, false, [08594 | 06437]
08369, Male, Adult, 29%, Medic, Clinic, true, [02842 | 01191 | 07411]
08370, Female, Children, 24%, Student, Primary, false, [00465 | 01059 | 06945 | 07106]
08371, Female, Children, 26%, Student, Primary, false, [03483 | 04318]
08372, Male, Children, 30%, Student, Primary, false, [08817 | 00625]
08373, Female, Adult, 50%, Accountant, JanBank, false, [06673 | 05129]
08374, Male, Adult, 9%, Teacher, Primary, false, [07835 | 06554 | 02216 | 01263]
08375, Male, Children, 28%, Student, Secondary, false, [06004 | 00260]
08376, Male, Children, 9%, Student, Secondary, false, [07924]
08377, Male, Children, 13%, Student, Secondary, false, [08004 | 00199]
08378, Female, Adult, 15%, Chef, Ali's Nasi Kandar, false, [01538 | 05963]
08379, Female, Adult, 29%, Chef, 2 Akhir, false, [05865 | 05735 | 07630 | 02521]
08380, Female, Adult, 20%, Technician, Airport, true, [04073]
08381, Male, Adult, 44%, Medic, Clinic, true, [01977 | 07883 | 06777]
08382, Female, Children, 22%, Student, Secondary, false, [09002 | 05461 | 03820]
08383, Female, Children, 27%, Student, Secondary, false, [05888 | 04363]
08384, Male, Children, 21%, Student, Primary, false, [01189]
08385, Female, Adult, 37%, Clerk, Museum, false, [04652]
08386, Male, Adult, 33%, Accountant, AccSol, false, []
08387, Male, Adult, 29%, Manager, Pharmarcy, true, [07218 | 04225 | 01876 | 03043]
08388, Male, Children, 13%, Student, Secondary, false, [01218]
08389, Female, Adult, 34%, Housemaker, null, false, [04854 | 06409 | 01311 | 08118]
08390, Female, Adult, 37%, Accountant, JJPTRv2, false, [08420 | 01157]
08391, Male, Adult, 24%, Accountant, JJPTRv2, false, [04454 | 08808 | 00919]
08392, Male, Adult, 22%, Accountant, AccSol, false, [03730 | 01203 | 02559]
08393, Male, Children, 19%, Student, Secondary, false, [02503 | 03368]
08394, Male, Adult, 32%, Accountant, JJPTRv2, false, [02035 | 01698]
08395, Male, Children, 12%, Student, Primary, false, [09602 | 01587 | 09014]
08396, Male, Children, 6%, Student, Primary, false, [01548 | 01153]
08397, Female, Children, 28%, Student, Secondary, false, [07308 | 08210 | 06490 | 00200]
08398, Female, Adult, 45%, Housemaker, null, false, [09195 | 00303]
08399, Male, Adult, 24%, Teacher, Secondary, false, []
08400, Female, Adult, 45%, Accountant, JJPTRv2, false, [08069 | 09451 | 08214 | 03992]
08401, Female, Children, 12%, Student, Secondary, false, [08779 | 04405]
08402, Female, Children, 17%, Student, Primary, false, []
08403, Male, Children, 30%, Student, Kindergarden, false, [08351 | 05591]
08404, Female, Children, 3%, Student, Primary, false, [08630 | 03997 | 06762]
08405, Male, Children, 17%, Student, Primary, false, [02862]
08406, Female, Adult, 31%, Medic, Pharmarcy, true, [07644 | 05128]
08407, Male, Adult, 6%, Clerk, RHP, false, [06871 | 00802]
08408, Female, Children, 3%, Student, Kindergarden, false, [07217 | 01154]
08409, Male, Children, 20%, Student, Kindergarden, false, [06719 | 03719 | 02073]
08410, Male, Adult, 43%, Technician, Orange, false, [07837 | 03912]
08411, Male, Children, 26%, Student, Primary, false, [09715]
08412, Male, Adult, 40%, Chef, FoodCourt, false, [04666 | 05492 | 04474]
08413, Male, Adult, 32%, Housemaker, null, false, [00052]
08414, Male, Children, 30%, Student, Secondary, false, [04276]
08415, Male, Children, 3%, Student, Primary, false, []
08416, Male, Children, 7%, Student, Kindergarden, false, [05145 | 05596]
08417, Male, Adult, 22%, Clerk, IKEY, false, [05057 | 02589 | 00905]
08418, Female, Children, 16%, Student, Secondary, false, [08865 | 07132 | 04787 | 01919 | 01648 | 00415]
08419, Male, Adult, 23%, Teacher, Primary, false, [07883 | 05445 | 06212]
08420, Male, Children, 8%, Student, Secondary, false, [08390 | 00788 | 00120 | 07775]
08421, Female, Children, 15%, Student, Secondary, false, [02291 | 02170]
08422, Male, Children, 7%, Student, Secondary, false, [02784 | 08137 | 07243]
08423, Female, Children, 10%, Student, Primary, false, [02926 | 02539 | 02464]
08424, Male, Adult, 13%, Housemaker, null, false, [07885 | 01566]
08425, Female, Children, 18%, Student, Primary, false, [00215]
08426, Male, Adult, 32%, Clerk, KTM Station, false, [04739 | 00212 | 07931 | 05756]
08427, Female, Children, 1%, Student, Primary, false, [07419 | 04078 | 06450]
08428, Female, Adult, 19%, Clerk, Primary, false, [06128 | 07131 | 04007 | 07441]
08429, Male, Children, 23%, Student, Primary, false, [09132]
08430, Female, Adult, 13%, Chef, FoodCourt, false, [00335 | 07465 | 07036]
08431, Female, Adult, 40%, Housemaker, null, false, [07565 | 05078 | 03263 | 01304 | 00596 | 00086]
08432, Female, Adult, 7%, Medic, Hospital, true, [07351 | 01738]
08433, Female, Children, 12%, Student, Secondary, false, [00241 | 06753 | 01061 | 01029]
08434, Female, Children, 22%, Student, Secondary, false, []
08435, Female, Children, 20%, Student, Primary, false, [07964 | 04764 | 02164]
08436, Female, Children, 3%, Student, Secondary, false, [07062]
08437, Female, Adult, 36%, Technician, Orange, false, [06727 | 05311]
08438, Male, Children, 19%, Student, Secondary, false, [08647 | 05046]
08439, Male, Children, 29%, Student, Primary, false, [08887 | 01964 | 00503 | 01333 | 03417]
08440, Male, Adult, 28%, Housemaker, null, false, [09770 | 01607 | 05623 | 05159 | 02649]
08441, Female, Children, 18%, Student, Secondary, false, [03058]
08442, Female, Children, 7%, Student, Secondary, false, []
08443, Male, Children, 24%, Student, Secondary, false, [01895 | 07449 | 09469 | 03233]
08444, Male, Adult, 5%, Technician, AccSol, false, [05720]
08445, Male, Adult, 50%, Teacher, Secondary, false, [04986]
08446, Female, Adult, 16%, Chef, 2 Akhir, false, [09698 | 05093]
08447, Female, Children, 1%, Student, Primary, false, [06310 | 04273]
08448, Female, Adult, 42%, Clerk, JanBank, false, [07740 | 07187 | 00044]
08449, Male, Children, 1%, Student, Kindergarden, false, [08620]
08450, Female, Adult, 25%, Housemaker, null, false, [04713 | 03977 | 01989]
08451, Female, Children, 18%, Student, Secondary, false, [08665 | 07389 | 04475 | 02105]
08452, Female, Children, 20%, Student, Secondary, false, [06725 | 04535 | 01166]
08453, Female, Adult, 49%, Chef, Moonlings, false, [00055 | 04738]
08454, Male, Children, 9%, Student, Secondary, false, [01656 | 03707 | 01316]
08455, Male, Adult, 9%, Accountant, JanBank, false, [07598 | 06856 | 08964 | 03800]
08456, Female, Adult, 36%, Chef, Ali's Nasi Kandar, false, [05848 | 00904 | 00769]
08457, Male, Children, 11%, Student, Secondary, false, [04631 | 03084]
08458, Female, Adult, 25%, Technician, Orange, false, [06251]
08459, Female, Adult, 14%, Technician, Airport, true, [08177 | 00877 | 00817]
08460, Male, Children, 5%, Student, Secondary, false, [08520 | 04442 | 07086 | 05204 | 08000]
08461, Male, Adult, 44%, Chef, Moonlings, false, [06422]
08462, Male, Children, 6%, Student, Secondary, false, [05806 | 04316 | 00376]
08463, Male, Adult, 23%, Clerk, Airport, true, [02503 | 00349]
08464, Female, Children, 14%, Student, Primary, false, [00075 | 01178]
08465, Female, Children, 10%, Student, Secondary, false, [00495]
08466, Male, Adult, 40%, Accountant, AccSol, false, [06959]
08467, Male, Children, 23%, Student, Secondary, false, [00864 | 01462]
08468, Male, Adult, 22%, Housemaker, null, false, [09325 | 03695 | 05309 | 00906]
08469, Male, Adult, 39%, Clerk, JanBank, false, [01108 | 09268 | 09687 | 06348]
08470, Female, Adult, 10%, Clerk, Moonlings, false, []
08471, Female, Children, 19%, Student, Primary, false, [05847 | 03195]
08472, Female, Adult, 26%, Teacher, Kindergarden, false, [06631 | 03238]
08473, Female, Children, 26%, Student, Primary, false, [08916 | 08646 | 05286 | 05990 | 05443]
08474, Female, Children, 17%, Student, Primary, false, [05418 | 06798 | 02604]
08475, Male, Adult, 34%, Clerk, Museum, false, [03451 | 02557 | 00644]
08476, Female, Children, 17%, Student, Kindergarden, false, [09882 | 06376 | 08180]
08477, Female, Children, 24%, Student, Secondary, false, [06617 | 01729]
08478, Female, Adult, 16%, Housemaker, null, false, [04887]
08479, Female, Children, 1%, Student, Secondary, false, [03585 | 01796 | 01397]
08480, Male, Adult, 36%, Accountant, AccSol, false, [06301 | 02401 | 00339]
08481, Female, Adult, 44%, Teacher, Secondary, false, []
08482, Male, Adult, 45%, Teacher, Secondary, false, [01373 | 05137 | 06644]
08483, Male, Children, 1%, Student, Secondary, false, [00245 | 03100 | 06784 | 03192]
08484, Male, Children, 13%, Student, Secondary, false, [05812]
08485, Male, Children, 21%, Student, Kindergarden, false, [04030 | 02661]
08486, Male, Adult, 35%, Chef, Moonlings, false, []
08487, Female, Children, 3%, Student, Secondary, false, [04509 | 01945 | 06883 | 01659]
08488, Male, Adult, 12%, Chef, Moonlings, false, [00323 | 07027]
08489, Female, Children, 26%, Student, Primary, false, [04317 | 07830 | 07865 | 06956]
08490, Female, Adult, 15%, Clerk, Petrocad, false, [04929 | 03649 | 04092]
08491, Female, Adult, 9%, Clerk, Museum, false, [08875 | 01059 | 08035 | 07955 | 06492]
08492, Male, Children, 6%, Student, Kindergarden, false, [01124 | 03288 | 05712 | 03632]
08493, Female, Adult, 34%, Chef, IKEY, false, [00122 | 07013 | 05667 | 00501]
08494, Male, Adult, 14%, Chef, Moonlings, false, [01430 | 05646 | 09447 | 01133]
08495, Female, Adult, 9%, Chef, Ali's Nasi Kandar, false, [02700 | 04431]
08496, Male, Children, 19%, Student, Secondary, false, [03610]
08497, Male, Adult, 21%, Teacher, Kindergarden, false, [01472 | 02171 | 01563]
08498, Male, Children, 18%, Student, Secondary, false, [07498 | 02050 | 05965]
08499, Female, Children, 2%, Student, Secondary, false, [09158 | 08571]
08500, Male, Adult, 43%, Clerk, Kindergarden, false, [01905 | 01770 | 00964]
08501, Male, Children, 15%, Student, Secondary, false, [08804 | 06971]
08502, Female, Adult, 28%, Housemaker, null, false, [04358]
08503, Male, Adult, 26%, Clerk, Moonlings, false, [02202 | 05252 | 08534 | 00058]
08504, Male, Adult, 36%, Teacher, Secondary, false, [03600 | 01859]
08505, Female, Adult, 31%, Clerk, 2 Akhir, false, [06779 | 05851 | 00293]
08506, Male, Children, 22%, Student, Secondary, false, [04070]
08507, Female, Adult, 41%, Teacher, Primary, false, [03306]
08508, Female, Children, 14%, Student, Kindergarden, false, [03999 | 09028 | 06432]
08509, Female, Children, 28%, Student, Primary, false, [08233 | 05608]
08510, Male, Children, 20%, Student, Secondary, false, []
08511, Male, Adult, 49%, Clerk, Clinic, true, [01017 | 09534 | 05207]
08512, Female, Children, 20%, Student, Secondary, false, [06163]
08513, Male, Children, 0%, Student, Primary, false, [01749]
08514, Male, Children, 10%, Student, Secondary, false, [06795 | 06443 | 05760 | 01664]
08515, Male, Children, 16%, Student, Secondary, false, [03700 | 04972 | 04959]
08516, Female, Children, 27%, Student, Primary, false, [06651 | 05917 | 05735 | 05338 | 01729 | 00872]
08517, Female, Children, 25%, Student, Kindergarden, false, [08279 | 05845]
08518, Male, Children, 30%, Student, Secondary, false, [08272 | 07841 | 07619]
08519, Male, Children, 12%, Student, Secondary, false, [06271 | 04304]
08520, Female, Children, 16%, Student, Secondary, false, [05883 | 00470 | 03849 | 08460]
08521, Female, Adult, 23%, Teacher, Secondary, false, [02013 | 05731 | 01030]
08522, Female, Children, 0%, Student, Secondary, false, [02964 | 08735 | 04915]
08523, Female, Adult, 8%, Chef, Ali's Nasi Kandar, false, [06037 | 05238 | 03869]
08524, Male, Adult, 25%, Accountant, AccSol, false, [07115]
08525, Male, Children, 26%, Student, Kindergarden, false, []
08526, Male, Adult, 44%, Accountant, AccSol, false, [01371 | 01284]
08527, Male, Adult, 29%, Teacher, Kindergarden, false, [05520 | 06023 | 07400 | 01628]
08528, Male, Adult, 31%, Housemaker, null, false, [09978 | 02115]
08529, Female, Adult, 13%, Clerk, Post Office, false, [08979 | 03418]
08530, Male, Adult, 49%, Housemaker, null, false, [09426 | 02963 | 08625 | 02195]
08531, Female, Adult, 32%, Clerk, JanBank, false, [02078]
08532, Male, Children, 27%, Student, Primary, false, [08078 | 00352]
08533, Female, Adult, 50%, Teacher, Primary, false, [01397 | 05024 | 04173 | 02300]
08534, Female, Children, 8%, Student, Primary, false, [08503 | 02080 | 01661]
08535, Male, Children, 2%, Student, Secondary, false, [03493 | 02041 | 01452 | 00927]
08536, Female, Children, 7%, Student, Secondary, false, [08957]
08537, Female, Children, 6%, Student, Secondary, false, [08562 | 08546 | 03280]
08538, Male, Children, 8%, Student, Secondary, false, [05936 | 03778 | 02401]
08539, Male, Children, 9%, Student, Primary, false, []
08540, Male, Children, 2%, Student, Secondary, false, [02029]
08541, Male, Adult, 10%, Accountant, AccSol, false, [07156]
08542, Male, Adult, 23%, Housemaker, null, false, [06496 | 03657 | 02541 | 02187]
08543, Female, Children, 15%, Student, Secondary, false, [02200 | 01840 | 08617 | 05915]
08544, Female, Children, 4%, Student, Primary, false, [08667 | 04986 | 04252]
08545, Female, Adult, 30%, Teacher, Primary, false, [05659 | 08789 | 08806 | 04519]
08546, Female, Adult, 44%, Chef, Moonlings, false, [08537 | 00436 | 01425 | 06238]
08547, Female, Adult, 33%, Clerk, MRT Station, false, [02967 | 09551 | 04999 | 07235]
08548, Male, Adult, 9%, Accountant, JJPTRv2, false, [09464 | 02480]
08549, Male, Adult, 5%, Teacher, Secondary, false, [05731 | 08353 | 05809 | 03322]
08550, Female, Adult, 29%, Accountant, AccSol, false, [03135]
08551, Female, Children, 16%, Student, Secondary, false, [07400]
08552, Male, Adult, 16%, Accountant, AccSol, false, [00273 | 04479]
08553, Male, Children, 11%, Student, Secondary, false, [08906 | 03288 | 07069 | 04838 | 07838]
08554, Male, Adult, 43%, Accountant, RHP, false, [06429 | 01529]
08555, Female, Adult, 45%, Chef, MoonBucks, false, [08626 | 07951 | 06193 | 04059 | 03416]
08556, Female, Children, 23%, Student, Primary, false, [06084 | 03469 | 03367]
08557, Female, Children, 26%, Student, Primary, false, []
08558, Male, Adult, 34%, Chef, Moonlings, false, [00195]
08559, Male, Children, 13%, Student, Secondary, false, []
08560, Male, Adult, 46%, Housemaker, null, false, [03993 | 02615 | 09871 | 06913]
08561, Male, Adult, 36%, Clerk, JJPTRv2, false, [02945]
08562, Male, Children, 2%, Student, Secondary, false, [05323 | 01735 | 08537]
08563, Male, Adult, 10%, Teacher, Secondary, false, [08110 | 06575 | 03217 | 00107]
08564, Female, Adult, 6%, Housemaker, null, false, [09480 | 00768 | 01980 | 01688 | 00951]
08565, Female, Adult, 16%, Housemaker, null, false, [09780 | 07834]
08566, Male, Adult, 34%, Housemaker, null, false, [09883 | 02628 | 01161]
08567, Female, Children, 3%, Student, Primary, false, [08828 | 07508 | 07359 | 04189]
08568, Male, Children, 13%, Student, Kindergarden, false, [00879]
08569, Female, Adult, 37%, Housemaker, null, false, [04068 | 07985 | 01501 | 00522]
08570, Female, Adult, 25%, Clerk, Secondary, false, []
08571, Female, Children, 17%, Student, Secondary, false, [08499 | 08005]
08572, Female, Children, 3%, Student, Secondary, false, [07381 | 07070 | 02104]
